date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:37:18	63/63	---M--	200	added ('OK')	text/plain	date:Wed,%2031%20May%202017%2012:44:24%20GMT	https://www.sigmato.com/robots.txt		(from )
13:37:18	63580/63580	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:18%20GMT	https://www.sigmato.com/	C:/My%20Web%20Sites/test/www.sigmato.com/index.html	(from )
13:37:18	235/235	---M--	302	error ('Found')	text/html	date:Wed,%2012%20Jan%202022%2008:07:18%20GMT	http://sigmato.com/images/sigmato-logo-new.png	C:/My%20Web%20Sites/test/sigmato.com/images/sigmato-logo-new.0.delayed	(from https://www.sigmato.com/)
13:37:19	14762/14762	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Sep%202021%2006:16:39%20GMT	https://www.sigmato.com/images/sigmato-logo-new.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/sigmato-logo-new.png	(from https://www.sigmato.com/)
13:37:19	140942/140942	---M--	200	added ('OK')	text/css	date:Sat,%2006%20Apr%202019%2017:17:54%20GMT	https://www.sigmato.com/css/bootstrap4.min.css	C:/My%20Web%20Sites/test/www.sigmato.com/css/bootstrap4.min.css	(from https://www.sigmato.com/)
13:37:19	27466/27466	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:04:54%20GMT	https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/css/font-awesome.min.css	C:/My%20Web%20Sites/test/maxcdn.bootstrapcdn.com/font-awesome/4.5.0/css/font-awesome.min.css	(from https://www.sigmato.com/)
13:37:19	1139/1139	---M--	200	added ('OK')	image/x-icon	date:Sat,%2007%20Jan%202017%2007:21:36%20GMT	https://www.sigmato.com/favicon.ico	C:/My%20Web%20Sites/test/www.sigmato.com/favicon.ico	(from https://www.sigmato.com/)
13:37:20	3744/3744	---M--	200	added ('OK')	text/css	date:Wed,%2031%20May%202017%2012:49:07%20GMT	https://www.sigmato.com/css/jquery.fancybox.min.css	C:/My%20Web%20Sites/test/www.sigmato.com/css/jquery.fancybox.min.css	(from https://www.sigmato.com/)
13:37:20	71607/71607	---M--	200	added ('OK')	text/css	date:Thu,%2007%20Oct%202021%2009:29:12%20GMT	https://www.sigmato.com/css/theme.css?v=7	C:/My%20Web%20Sites/test/www.sigmato.com/css/themebea6.css	(from https://www.sigmato.com/)
13:37:20	36729/36729	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:20%20GMT	https://www.sigmato.com/about.php	C:/My%20Web%20Sites/test/www.sigmato.com/about.html	(from https://www.sigmato.com/)
13:37:20	237/237	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Jan%202022%2008:07:20%20GMT	https://www.sigmato.com/blog	C:/My%20Web%20Sites/test/www.sigmato.com/blog	(from https://www.sigmato.com/)
13:37:21	63580/63580	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:21%20GMT	https://www.sigmato.com/index.php	C:/My%20Web%20Sites/test/www.sigmato.com/index-2.html	(from https://www.sigmato.com/)
13:37:22	28786/28786	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:21%20GMT	https://www.sigmato.com/design-and-user-experiences.php	C:/My%20Web%20Sites/test/www.sigmato.com/design-and-user-experiences.html	(from https://www.sigmato.com/)
13:37:22	25190/25190	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:22%20GMT	https://www.sigmato.com/ui-ux-design.php	C:/My%20Web%20Sites/test/www.sigmato.com/ui-ux-design.html	(from https://www.sigmato.com/)
13:37:22	15924/15924	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Apr%202021%2019:03:24%20GMT	https://www.sigmato.com/images/icons/vector.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/icons/vector.png	(from https://www.sigmato.com/)
13:37:22	60091/60091	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:22%20GMT	https://www.sigmato.com/webdesigning.php	C:/My%20Web%20Sites/test/www.sigmato.com/webdesigning.html	(from https://www.sigmato.com/)
13:37:22	11138/11138	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Apr%202021%2019:19:55%20GMT	https://www.sigmato.com/images/icons/website.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/icons/website.png	(from https://www.sigmato.com/)
13:37:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Jan%202022%2008:07:21%20GMT	https://www.sigmato.com/blog/	C:/My%20Web%20Sites/test/www.sigmato.com/blog/index.html	(from https://www.sigmato.com/)
13:37:23	23953/23953	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:23%20GMT	https://www.sigmato.com/branding-graphic-design.php	C:/My%20Web%20Sites/test/www.sigmato.com/branding-graphic-design.html	(from https://www.sigmato.com/)
13:37:23	12212/12212	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Apr%202021%2019:16:49%20GMT	https://www.sigmato.com/images/icons/color.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/icons/color.png	(from https://www.sigmato.com/)
13:37:24	24368/24368	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:23%20GMT	https://www.sigmato.com/packaging-design.php	C:/My%20Web%20Sites/test/www.sigmato.com/packaging-design.html	(from https://www.sigmato.com/)
13:37:24	9284/9284	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Apr%202021%2019:25:41%20GMT	https://www.sigmato.com/images/icons/coffee.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/icons/coffee.png	(from https://www.sigmato.com/)
13:37:24	23938/23938	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:24%20GMT	https://www.sigmato.com/prototyping.php	C:/My%20Web%20Sites/test/www.sigmato.com/prototyping.html	(from https://www.sigmato.com/)
13:37:24	11840/11840	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Apr%202021%2019:05:14%20GMT	https://www.sigmato.com/images/icons/plant-pot.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/icons/plant-pot.png	(from https://www.sigmato.com/)
13:37:25	23940/23940	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:25%20GMT	https://www.sigmato.com/product-design.php	C:/My%20Web%20Sites/test/www.sigmato.com/product-design.html	(from https://www.sigmato.com/)
13:37:25	15368/15368	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Apr%202021%2019:06:37%20GMT	https://www.sigmato.com/images/icons/font.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/icons/font.png	(from https://www.sigmato.com/)
13:37:26	25200/25200	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:25%20GMT	https://www.sigmato.com/adobexd-gigma-designs.php	C:/My%20Web%20Sites/test/www.sigmato.com/adobexd-gigma-designs.html	(from https://www.sigmato.com/)
13:37:26	8946/8946	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Apr%202021%2019:05:17%20GMT	https://www.sigmato.com/images/icons/design.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/icons/design.png	(from https://www.sigmato.com/)
13:37:26	23946/23946	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:26%20GMT	https://www.sigmato.com/communication-designs.php	C:/My%20Web%20Sites/test/www.sigmato.com/communication-designs.html	(from https://www.sigmato.com/)
13:37:27	9724/9724	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Apr%202021%2019:21:56%20GMT	https://www.sigmato.com/images/icons/align.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/icons/align.png	(from https://www.sigmato.com/)
13:37:27	23940/23940	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:27%20GMT	https://www.sigmato.com/brand-strategy.php	C:/My%20Web%20Sites/test/www.sigmato.com/brand-strategy.html	(from https://www.sigmato.com/)
13:37:28	15683/15683	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Apr%202021%2019:23:19%20GMT	https://www.sigmato.com/images/icons/arrows.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/icons/arrows.png	(from https://www.sigmato.com/)
13:37:28	28912/28912	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:28%20GMT	https://www.sigmato.com/digital_strategy_and_marketing.php	C:/My%20Web%20Sites/test/www.sigmato.com/digital_strategy_and_marketing.html	(from https://www.sigmato.com/)
13:37:28	26075/26075	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:28%20GMT	https://www.sigmato.com/technology.php	C:/My%20Web%20Sites/test/www.sigmato.com/technology.html	(from https://www.sigmato.com/)
13:37:30	28028/28028	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:29%20GMT	https://www.sigmato.com/contact.php	C:/My%20Web%20Sites/test/www.sigmato.com/contact.html	(from https://www.sigmato.com/)
13:37:31	132743/132743	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Apr%202021%2010:48:53%20GMT	https://www.sigmato.com/images/sigmato-mobile-banner.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/sigmato-mobile-banner.jpg	(from https://www.sigmato.com/)
13:37:31	583/583	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Aug%202021%2010:50:43%20GMT	https://www.sigmato.com/transparent	C:/My%20Web%20Sites/test/www.sigmato.com/transparent	(from https://www.sigmato.com/)
13:37:31	23392/23392	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:31%20GMT	https://www.sigmato.com/web-design.php	C:/My%20Web%20Sites/test/www.sigmato.com/web-design.html	(from https://www.sigmato.com/)
13:37:31	58059/58059	---M--	200	added ('OK')	image/jpeg	date:Thu,%2029%20Apr%202021%2011:01:58%20GMT	https://www.sigmato.com/images/clientss.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/clientss.jpg	(from https://www.sigmato.com/)
13:37:31	30198/30198	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Nov%202018%2007:44:48%20GMT	https://www.sigmato.com/images/client-logos/kmf.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/client-logos/kmf.jpg	(from https://www.sigmato.com/)
13:37:32	21037/21037	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Jul%202019%2020:15:38%20GMT	https://www.sigmato.com/images/client-logos/mahindra.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/client-logos/mahindra.jpg	(from https://www.sigmato.com/)
13:37:32	36584/36584	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Jul%202019%2020:57:05%20GMT	https://www.sigmato.com/images/client-logos/prestige.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/client-logos/prestige.jpg	(from https://www.sigmato.com/)
13:37:32	23663/23663	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Jul%202019%2020:22:30%20GMT	https://www.sigmato.com/images/client-logos/jgi.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/client-logos/jgi.jpg	(from https://www.sigmato.com/)
13:37:32	29464/29464	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Jul%202019%2020:09:15%20GMT	https://www.sigmato.com/images/client-logos/vodafone.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/client-logos/vodafone.jpg	(from https://www.sigmato.com/)
13:37:33	14326/14326	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Nov%202018%2007:45:00%20GMT	https://www.sigmato.com/images/client-logos/yokohama.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/client-logos/yokohama.jpg	(from https://www.sigmato.com/)
13:37:33	14788/14788	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Jul%202019%2020:51:00%20GMT	https://www.sigmato.com/images/client-logos/turbosteel.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/client-logos/turbosteel.jpg	(from https://www.sigmato.com/)
13:37:33	20697/20697	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Jul%202019%2021:02:21%20GMT	https://www.sigmato.com/images/client-logos/master.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/client-logos/master.jpg	(from https://www.sigmato.com/)
13:37:33	21788/21788	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Nov%202018%2013:43:02%20GMT	https://www.sigmato.com/images/client-logos/rallison.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/client-logos/rallison.jpg	(from https://www.sigmato.com/)
13:37:33	43770/43770	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Jul%202019%2020:59:27%20GMT	https://www.sigmato.com/images/client-logos/h&G.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/client-logos/h&G.jpg	(from https://www.sigmato.com/)
13:37:34	37176/37176	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Jul%202019%2021:00:44%20GMT	https://www.sigmato.com/images/client-logos/sobha.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/client-logos/sobha.jpg	(from https://www.sigmato.com/)
13:37:34	29982/29982	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:34%20GMT	https://www.sigmato.com/services.php	C:/My%20Web%20Sites/test/www.sigmato.com/services.html	(from https://www.sigmato.com/)
13:37:35	26059/26059	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:34%20GMT	https://www.sigmato.com/careers.php	C:/My%20Web%20Sites/test/www.sigmato.com/careers.html	(from https://www.sigmato.com/)
13:37:35	40106/40106	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:35%20GMT	https://www.sigmato.com/seo-plans.php	C:/My%20Web%20Sites/test/www.sigmato.com/seo-plans.html	(from https://www.sigmato.com/)
13:37:35	29079/29079	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:35%20GMT	https://www.sigmato.com/finding-the-best-web-design-agency-in-bangalore.php	C:/My%20Web%20Sites/test/www.sigmato.com/finding-the-best-web-design-agency-in-bangalore.html	(from https://www.sigmato.com/)
13:37:36	28773/28773	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:35%20GMT	https://www.sigmato.com/digital-marketing-company-bangalore.php	C:/My%20Web%20Sites/test/www.sigmato.com/digital-marketing-company-bangalore.html	(from https://www.sigmato.com/)
13:37:36	28194/28194	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:36%20GMT	https://www.sigmato.com/graphic-designing-company-bangalore.php	C:/My%20Web%20Sites/test/www.sigmato.com/graphic-designing-company-bangalore.html	(from https://www.sigmato.com/)
13:37:36	28836/28836	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:36%20GMT	https://www.sigmato.com/wordpress-website-development-bangalore.php	C:/My%20Web%20Sites/test/www.sigmato.com/wordpress-website-development-bangalore.html	(from https://www.sigmato.com/)
13:37:37	28655/28655	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:37%20GMT	https://www.sigmato.com/website-design-that-can-generate-leads.php	C:/My%20Web%20Sites/test/www.sigmato.com/website-design-that-can-generate-leads.html	(from https://www.sigmato.com/)
13:37:37	53357/53357	---M-Z	200	added ('OK')	text/html	date:Wed,%2012%20Jan%202022%2008:07:37%20GMT	https://www.sigmato.com/webflow-web-design-development.php	C:/My%20Web%20Sites/test/www.sigmato.com/webflow-web-design-development.html	(from https://www.sigmato.com/)
13:37:37	5340/5340	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Sep%202021%2011:24:42%20GMT	https://www.sigmato.com/images/whats-app-icon.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/whats-app-icon.png	(from https://www.sigmato.com/)
13:37:38	95992/95992	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	C:/My%20Web%20Sites/test/ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	(from https://www.sigmato.com/)
13:37:38	51045/51045	---M--	200	added ('OK')	application/javascript	date:Sat,%2006%20Apr%202019%2017:31:00%20GMT	https://www.sigmato.com/js/bootstrap.min.js	C:/My%20Web%20Sites/test/www.sigmato.com/js/bootstrap.min.js	(from https://www.sigmato.com/)
13:37:39	35624/35624	---M--	200	added ('OK')	application/javascript	date:Tue,%2027%20Sep%202016%2021:19:36%20GMT	https://www.sigmato.com/js/isotope.min.js	C:/My%20Web%20Sites/test/www.sigmato.com/js/isotope.min.js	(from https://www.sigmato.com/)
13:37:39	23158/23158	---M--	200	added ('OK')	application/javascript	date:Tue,%2027%20Sep%202016%2021:19:37%20GMT	https://www.sigmato.com/js/jquery.fancybox.pack.js	C:/My%20Web%20Sites/test/www.sigmato.com/js/jquery.fancybox.pack.js	(from https://www.sigmato.com/)
13:37:39	23890/23890	---M--	200	added ('OK')	application/javascript	date:Sun,%2011%20Sep%202016%2020:10:42%20GMT	https://www.sigmato.com/js/owl.carousel.min.js	C:/My%20Web%20Sites/test/www.sigmato.com/js/owl.carousel.min.js	(from https://www.sigmato.com/)
13:37:39	11869/11869	---M--	200	added ('OK')	application/javascript	date:Tue,%2028%20Mar%202017%2012:49:46%20GMT	https://www.sigmato.com/js/validator.js	C:/My%20Web%20Sites/test/www.sigmato.com/js/validator.js	(from https://www.sigmato.com/)
13:37:39	2537/2537	---M--	200	added ('OK')	application/javascript	date:Tue,%2021%20Sep%202021%2008:02:20%20GMT	https://www.sigmato.com/js/contact.js	C:/My%20Web%20Sites/test/www.sigmato.com/js/contact.js	(from https://www.sigmato.com/)
13:37:40	850/850	---MC-	200	added ('OK')	text/javascript	date:Wed,%2012%20Jan%202022%2008:07:40%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/test/www.google.com/recaptcha/api.js	(from https://www.sigmato.com/)
13:37:40	10436/10436	---M--	200	added ('OK')	application/javascript	date:Fri,%2017%20Sep%202021%2011:22:07%20GMT	https://www.sigmato.com/js/theme.js	C:/My%20Web%20Sites/test/www.sigmato.com/js/theme.js	(from https://www.sigmato.com/)
13:37:40	77/77	---MCZ	302	error ('Found')	text/plain	date:Wed,%2012%20Jan%202022%2008:07:40%20GMT	https://unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.js	C:/My%20Web%20Sites/test/unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.42.delayed	(from https://www.sigmato.com/)
13:37:41	356222/356222	---MCZ	200	added ('OK')	application/javascript	etag:%2256f7e-VYoDVtwO3XoCCzwzkX6803GcJKU%22	https://unpkg.com/@lottiefiles/lottie-player@1.5.4/dist/lottie-player.js	C:/My%20Web%20Sites/test/unpkg.com/@lottiefiles/lottie-player@1.5.4/dist/lottie-player.js	(from https://www.sigmato.com/)
13:37:41	1362/1362	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Sep%202016%2021:26:57%20GMT	https://www.sigmato.com/images/fancybox_sprite.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/fancybox_sprite.png	(from https://www.sigmato.com/css/jquery.fancybox.min.css)
13:37:41	6567/6567	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Sep%202016%2021:26:47%20GMT	https://www.sigmato.com/images/fancybox_loading.gif	C:/My%20Web%20Sites/test/www.sigmato.com/images/fancybox_loading.gif	(from https://www.sigmato.com/css/jquery.fancybox.min.css)
13:37:41	583/583	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Aug%202021%2010:50:43%20GMT	https://www.sigmato.com/images/blank.gif	C:/My%20Web%20Sites/test/www.sigmato.com/images/blank.gif	(from https://www.sigmato.com/css/jquery.fancybox.min.css)
13:37:42	1003/1003	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Sep%202016%2021:26:53%20GMT	https://www.sigmato.com/images/fancybox_overlay.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/fancybox_overlay.png	(from https://www.sigmato.com/css/jquery.fancybox.min.css)
13:37:42	6553/6553	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Sep%202016%2021:27:02%20GMT	https://www.sigmato.com/images/fancybox_sprite@2x.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/fancybox_sprite@2x.png	(from https://www.sigmato.com/css/jquery.fancybox.min.css)
13:37:42	13984/13984	---M--	200	added ('OK')	image/gif	date:Tue,%2027%20Sep%202016%2021:26:49%20GMT	https://www.sigmato.com/images/fancybox_loading@2x.gif	C:/My%20Web%20Sites/test/www.sigmato.com/images/fancybox_loading@2x.gif	(from https://www.sigmato.com/css/jquery.fancybox.min.css)
13:37:43	49878/49878	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Nov%202018%2018:49:26%20GMT	https://www.sigmato.com/images/bg-inner1.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/bg-inner1.jpg	(from https://www.sigmato.com/css/theme.css?v=7)
